,,Gbx_nNoGearShftDet_C,,,
,,Gbx_RvsSwtDeb_b.TimeHighLow_C,,,
,,Gbx_RvsSwtDeb_b.TimeLowHigh_C,,,
,,Gbx_stHiLoShftGear_CA,,,
,,Gbx_stNPosDfl_C,,,
,,Gbx_stRvsGearDft_C,,,
,,Gbx_swtClthEna_C,,,
,,Gbx_swtHiLoEna_C,,,
,,Gbx_swtRvsGearDftEna_C,,,
,,Gbx_swtRvsGearDigInv_C,,,
,,Gbx_swtSigNPos_C,,,
,,Gbx_swtSigRvsGear_C,,,
,,Gbx_tiGearShft_C,,,
,,Gbx_tiNPosDebHiLo_C,,,
,,Gbx_tiNPosDebLoHi_C,,,
,,Gbx_vNoGearShftDet_C,,,
,,Gbx_vRvsGearPlausThres_C,,,
,,GlbDa_1DTmr.GlbDa_MaxVal_CA,,,
,,GlbDa_1DTmr.GlbDa_MinVal_CA,,,
,,GlbDa_1DTmr.GlbDa_NumRng_CA,,,
,,GlbDa_1DTmr.GlbDa_Sig_CA,,,
,,GlbDa_2DTmr.GlbDa_MaxXVal_CA,,,
,,GlbDa_2DTmr.GlbDa_MaxYVal_CA,,,
,,GlbDa_2DTmr.GlbDa_MinXVal_CA,,,
,,GlbDa_2DTmr.GlbDa_MinYVal_CA,,,
,,GlbDa_2DTmr.GlbDa_NumXRng_CA,,,
,,GlbDa_2DTmr.GlbDa_NumYRng_CA,,,
,,GlbDa_2DTmr.GlbDa_SigX_CA,,,
,,GlbDa_2DTmr.GlbDa_SigY_CA,,,
,,GlbDa_aX_C,,,
,,GlbDa_Cnt.GlbDa_MaxVal_CA,,,
,,GlbDa_Cnt.GlbDa_MinVal_CA,,,
,,GlbDa_Cnt.GlbDa_Sig_CA,,,
,,GlbDa_Cond1.GlbDa_MaxVal_C,,,
,,GlbDa_Cond1.GlbDa_MinVal_C,,,
,,GlbDa_Cond2.GlbDa_MaxVal_C,,,
,,GlbDa_Cond2.GlbDa_MinVal_C,,,
,,GlbDa_Cond2.GlbDa_Sig_C,,,
,,GlbDa_InjIntegSig_CA,,,
,,GlbDa_lDstLim_C,,,
,,GlbDa_lEepUpd_C,,,
,,GlbDa_lWhlCirc_C,,,
,,GlbDa_MinMax.GlbDa_MaxSel_CA,,,
,,GlbDa_MinMax.GlbDa_MinSel_CA,,,
,,GlbDa_MinMax.GlbDa_Sig_CA,,,
,,GlbDa_nEngThresh_C,,,
,,GlbDa_numClgZn_C,,,
,,GlbDa_numDie_C,,,
,,GlbDa_numEng_C,,,
,,GlbDa_numEnvAir_C,,,
,,GlbDa_numInAir_C,,,
,,GlbDa_pEnv_C,,,
,,GlbDa_rTrqDfl_C,,,
,,GlbDa_stVehLimMin_C,,,
,,GlbDa_SwtDiTRngMeas_C,,,
,,GlbDa_swtSrcDist_C,,,
,,GlbDa_swtTECUMnMxReset_C,,,
,,GlbDa_tEnv_C,,,
,,GlbDa_tiEepUpd_C,,,
,,GlbDa_tiEngOn_C,,,
,,GlbDa_tiEngOnIdl_C,,,
,,GlbDa_tiEngOnPTO_C,,,
,,GlbDa_tiFltAX_C,,,
,,GlbDa_tiFltVX_C,,,
,,GlbDa_TiIntegSig_CA,,,
,,GlbDa_tIndAir_C,,,
,,GlbDa_Tmr.GlbDa_MaxVal_CA,,,
,,GlbDa_Tmr.GlbDa_MinVal_CA,,,
,,GlbDa_Tmr.GlbDa_Sig_CA,,,
,,GlbDa_trqLimRed_C,,,
,,GlbDa_trqSpdGovInc_C,,,
,,GlbDa_trqSpdGovRed_C,,,
,,GlbDa_trqTSEAEngThres_C,,,
,,GlbDa_trqVehLimMin_C,,,
,,GlbDa_vDfl_MAP,,,
,,GlbDa_vX_C,,,
,,GlbDa_vXFltThresh_C,,,
,,GlwLmp_DigOut.numTstMax_C,,,
,,GlwLmp_DigOut.tiBtwTstOT_C,,,
,,GlwLmp_DigOut.tiBtwTstSCB_C,,,
,,GlwLmp_stPsDiaDisbl_C,,,
,,GlwLmp_stPsDisbl_C,,,
,,HLSDem_dnSetPLoLimHiTrm_C,,,
,,HLSDem_dnSetPLoLimLoTrm_C,,,
,,HLSDem_facFdbkCAN_C,,,
,,HLSDem_facFdbkCANKick_C,,,
,,HLSDem_facFdbkDrvKick_C,,,
,,HLSDem_facFdbkHGG_C,,,
,,HLSDem_facFdbkLGG_C,,,
,,HLSDem_facFdbkLoNoGrip_C,,,
,,HLSDem_facFdbkMaxAcs_C,,,
,,HLSDem_facFdbkMaxSysErr_C,,,
,,HLSDem_facFdbkMaxTra_C,,,
,,HLSDem_facFdbkMGG_C,,,
,,HLSDem_facFdbkRed1_C,,,
,,HLSDem_facFdbkRed2_C,,,
,,HLSDem_facFdbkRed3_C,,,
,,HLSDem_facFdbkStrt_C,,,
,,HLSDem_facFdbkSysDgrt1_C,,,
,,HLSDem_facFdbkSysDgrt2_C,,,
,,HLSDem_facFdbkSysDgrt3_C,,,
,,HLSDem_facFdbkTrqLosHiNoGrip_C,,,
,,HLSDem_facFdbkTrqLosLoNoGrip_C,,,
,,HLSDem_facNoGripPredef_CUR,,,
,,HLSDem_InrtVehNoGrip_C,,,
,,HLSDem_KiCorFac_MAP,,,
,,HLSDem_KiCorTrqFac_MAP,,,
,,HLSDem_KpCorFac_MAP,,,
,,HLSDem_KpCorTrqFac_MAP,,,
,,HLSDem_nCoEngMax_C,,,
,,HLSDem_nHGGBoostSetPHi_C,,,
,,HLSDem_nHGGECOSetPHi_C,,,
,,HLSDem_nHGGNrmSetPHi_C,,,
,,HLSDem_nIncr_C,,,
,,HLSDem_nIncrLtd_C,,,
,,HLSDem_nIncrMax_C,,,
,,HLSDem_nIncrMin_C,,,
,,HLSDem_nKDSetPHi_C,,,
,,HLSDem_nLGGBoostSetPHi_C,,,
,,HLSDem_nLGGECOSetPHi_C,,,
,,HLSDem_nLGGNrmSetPHi_C,,,
,,HLSDem_nLimHiOfs_C,,,
,,HLSDem_nLimLoOfs_C,,,
,,HLSDem_nMGGBoostSetPHi_C,,,
,,HLSDem_nMGGECOSetPHi_C,,,
,,HLSDem_nMGGNrmSetPHi_C,,,
,,HLSDem_nOfsPredef_C,,,
,,HLSDem_nOfsSetPLo_C,,,
,,HLSDem_NoGripdnAccLim_C,,,
,,HLSDem_NoGripdnDeclLim_C,,,
,,HLSDem_NoGripdnDeclLimBrk_C,,,
,,HLSDem_NoGripIKiHi_C,,,
,,HLSDem_NoGripIKiLo_C,,,
,,HLSDem_NoGripIKiNegHi_C,,,
,,HLSDem_NoGripIKiNegLo_C,,,
,,HLSDem_NoGripIKiPosHi_C,,,
,,HLSDem_NoGripIKiPosLo_C,,,
,,HLSDem_NoGripIWinNegHi_C,,,
,,HLSDem_NoGripIWinNegLo_C,,,
,,HLSDem_NoGripIWinPosHi_C,,,
,,HLSDem_NoGripIWinPosLo_C,,,
,,HLSDem_NoGripPKpHi_C,,,
,,HLSDem_NoGripPKpLo_C,,,
,,HLSDem_NoGripPKpNegHi_C,,,
,,HLSDem_NoGripPKpNegLo_C,,,
,,HLSDem_NoGripPKpPosHi_C,,,
,,HLSDem_NoGripPKpPosLo_C,,,
,,HLSDem_NoGripPredef_C,,,
,,HLSDem_NoGripPWinNegHi_C,,,
,,HLSDem_NoGripPWinNegLo_C,,,
,,HLSDem_NoGripPWinPosHi_C,,,
,,HLSDem_NoGripPWinPosLo_C,,,
,,HLSDem_nOvrSpdSetPHi_C,,,
,,HLSDem_nRed1SetPHi_C,,,
,,HLSDem_nRed2SetPHi_C,,,
,,HLSDem_nRed3SetPHi_C,,,
,,HLSDem_nSel1SetPLo_C,,,
,,HLSDem_nSel2SetPLo_C,,,
,,HLSDem_nSel3SetPLo_C,,,
,,HLSDem_nSetPLoCrp_C,,,
,,HLSDem_nSetPLoDia_C,,,
,,HLSDem_nSetPLoDrvAwy_C,,,
,,HLSDem_nSetPLoIni_CUR,,,
,,HLSDem_nSetPLoMax_C,,,
,,HLSDem_nSetPLoMaxActv_C,,,
,,HLSDem_nSetPLoMaxOfs_C,,,
,,HLSDem_nSetPLoOfsMoF_C,,,
,,HLSDem_nSetPLoWrm_C,,,
,,HLSDem_nStep_C,,,
,,HLSDem_nStrtSetPHi_C,,,
,,HLSDem_nSysDgrt1SetPHi_C,,,
,,HLSDem_nSysDgrt2SetPHi_C,,,
,,HLSDem_nSysDgrt3SetPHi_C,,,
,,HLSDem_numMinMaxCfg_C,,,
,,HLSDem_rAPPThresFrzI_C,,,
,,HLSDem_rAppThresTipin_C,,,
,,HLSDem_rAPPThresTrqDem_C,,,
,,HLSDem_rExtIntvFreezeI_C,,,
,,HLSDem_rNoGripThres_C,,,
,,HLSDem_SetPHiRmp.SlopeNeg_C,,,
,,HLSDem_SetPHiRmp.SlopePos_C,,,
,,HLSDem_SetPLoRmp.SlopeNeg_C,,,
,,HLSDem_SetPLoRmp.SlopePos_C,,,
,,HLSDem_SetPLoTipinRmp.SlopeNeg_C,,,
,,HLSDem_SetPLoTipinRmp.SlopePos_C,,,
,,HLSDem_stGearGroup_T,,,
,,HLSDem_stMskFrzIRls_C,,,
,,HLSDem_stMskTrqDemRls_C,,,
,,HLSDem_stOvrSpd0_C,,,
,,HLSDem_stOvrSpd1_C,,,
,,HLSDem_stOvrSpd2_C,,,
,,HLSDem_stOvrSpd3_C,,,
,,HLSDem_stReqCondCrCtl_C,,,
,,HLSDem_stSwtOffActvMsk_C,,,
,,HLSDem_stSwtOffRlsMsk_C,,,
,,HLSDem_swtAPPFrzI_C,,,
,,HLSDem_swtAPPTrqDem_C,,,
,,HLSDem_swtCANActv_C,,,
,,HLSDem_swtCANSetPHi_C,,,
,,HLSDem_swtDClu_C,,,
,,HLSDem_swtDisblVehIfcSetPHi_C,,,
,,HLSDem_swtDisblVehIfcSetPLo_C,,,
,,HLSDem_swtEnaPTO_C,,,
,,HLSDem_swtMode_C,,,
,,HLSDem_swtPredef_C,,,
,,HLSDem_swtStrtLub_C,,,
,,HLSDem_swtTempSel_C,,,
,,HLSDem_swtTempSelConv_C,,,
,,HLSDem_swtTempSelParAdap_C,,,
,,HLSDem_swtTqSelHi_C,,,
,,HLSDem_swtTqSelLo_C,,,
,,HLSDem_swtTrqSelCorFac_C,,,
,,HLSDem_tDflSetPLo_C,,,
,,HLSDem_tiFilTqHi_C,,,
,,HLSDem_tiFilTqLo_C,,,
,,HLSDem_tiFltTrqLosNoGrip_C,,,
,,HLSDem_tiMaxIncrSetPLo_C,,,
,,HLSDem_tiNAvrgPT1_C,,,
,,HLSDem_tIncrMin_C,,,
,,HLSDem_tiRes_C,,,
,,HLSDem_tiSetPHiFlt_C,,,
,,HLSDem_tiSetPLoFlt_C,,,
,,HLSDem_tiStrtCEngDsT_CUR,,,
,,HLSDem_tiStrtEngOil_CUR,,,
,,HLSDem_tiTrqPT1CorFac_C,,,
,,HLSDem_trqReqStrt_CUR,,,
,,HLSDem_trqThresNTC_C,,,
,,HLSDem_tThresDisbl_C,,,
,,HLSDem_tThresEna_C,,,
,,HLSDem_vIncrMax_C,,,
,,HndBrk_Deb.tiHiLo_C,,,
,,HndBrk_Deb.tiLoHi_C,,,
,,HndBrk_swtSigSel_C,,,
,,HPUn_nMin_C,,,
,,IAirHt_DigOut.numTstMax_C,,,
,,IAirHt_DigOut.tiBtwTstOT_C,,,
,,IAirHt_DigOut.tiBtwTstSCB_C,,,
,,IAirHt_stPsDiaDisbl_CA,,,
,,IAirHt_stPsDisbl_CA,,,
,,InjCrv_ctATSMI1Sel_C,,,
,,InjCrv_ctATSPiISel_C,,,
,,InjCrv_ctATSPoI2Sel_C,,,
,,InjCrv_facMI1AgRmp0_CUR,,,
,,InjCrv_facMI1AgRmp3_CUR,,,
,,InjCrv_facMI1AgRmp4_CUR,,,
,,InjCrv_facMI1AirDvtCorEOM0_CUR,,,
,,InjCrv_facMI1AirDvtCorEOM3_CUR,,,
,,InjCrv_facMI1AirDvtCorEOM4_CUR,,,
,,InjCrv_facMI1APSSOECor1EOM0_CUR,,,
,,InjCrv_facMI1APSSOECor1EOM3_CUR,,,
,,InjCrv_facMI1APSSOECor1EOM4_CUR,,,
,,InjCrv_facMI1APSSOECor2EOM0_CUR,,,
,,InjCrv_facMI1APSSOECor2EOM3_CUR,,,
,,InjCrv_facMI1APSSOECor2EOM4_CUR,,,
,,InjCrv_facMI1ATSSOECor1EOM0_CUR,,,
,,InjCrv_facMI1ATSSOECor1EOM3_CUR,,,
,,InjCrv_facMI1ATSSOECor1EOM4_CUR,,,
,,InjCrv_facMI1ATSSOECor2EOM0_CUR,,,
,,InjCrv_facMI1ATSSOECor2EOM3_CUR,,,
,,InjCrv_facMI1ATSSOECor2EOM4_CUR,,,
,,InjCrv_facMI1CTSSOECor1EOM0_CUR,,,
,,InjCrv_facMI1CTSSOECor1EOM3_CUR,,,
,,InjCrv_facMI1CTSSOECor1EOM4_CUR,,,
,,InjCrv_facMI1CTSSOECor2EOM0_CUR,,,
,,InjCrv_facMI1CTSSOECor2EOM3_CUR,,,
,,InjCrv_facMI1CTSSOECor2EOM4_CUR,,,
,,InjCrv_facMI1ETSSOECor1EOM0_CUR,,,
,,InjCrv_facMI1ETSSOECor1EOM3_CUR,,,
,,InjCrv_facMI1ETSSOECor1EOM4_CUR,,,
,,InjCrv_facMI1ETSSOECor2EOM0_CUR,,,
,,InjCrv_facMI1ETSSOECor2EOM3_CUR,,,
,,InjCrv_facMI1ETSSOECor2EOM4_CUR,,,
,,InjCrv_facMI1FTSRailCor_CUR,,,
,,InjCrv_facMi1TraCorrn_CUR,,,
,,InjCrv_facPiI1APSQCor1EOM0_CUR,,,
,,InjCrv_facPiI1APSQCor1EOM3_CUR,,,
,,InjCrv_facPiI1APSQCor1EOM4_CUR,,,
,,InjCrv_facPiI1APSQCor2EOM0_CUR,,,
,,InjCrv_facPiI1APSQCor2EOM3_CUR,,,
,,InjCrv_facPiI1APSQCor2EOM4_CUR,,,
,,InjCrv_facPiI1APSSOECor1EOM0_CUR,,,
,,InjCrv_facPiI1APSSOECor1EOM3_CUR,,,
,,InjCrv_facPiI1APSSOECor1EOM4_CUR,,,
,,InjCrv_facPiI1APSSOECor2EOM0_CUR,,,
,,InjCrv_facPiI1APSSOECor2EOM3_CUR,,,
,,InjCrv_facPiI1APSSOECor2EOM4_CUR,,,
,,InjCrv_facPiI1ATSQCor1EOM0_CUR,,,
,,InjCrv_facPiI1ATSQCor1EOM3_CUR,,,
,,InjCrv_facPiI1ATSQCor1EOM4_CUR,,,
,,InjCrv_facPiI1ATSQCor2EOM0_CUR,,,
,,InjCrv_facPiI1ATSQCor2EOM3_CUR,,,
,,InjCrv_facPiI1ATSQCor2EOM4_CUR,,,
,,InjCrv_facPiI1ATSSOECor1EOM0_CUR,,,
,,InjCrv_facPiI1ATSSOECor1EOM3_CUR,,,
,,InjCrv_facPiI1ATSSOECor1EOM4_CUR,,,
,,InjCrv_facPiI1ATSSOECor2EOM0_CUR,,,
,,InjCrv_facPiI1ATSSOECor2EOM3_CUR,,,
,,InjCrv_facPiI1ATSSOECor2EOM4_CUR,,,
,,InjCrv_facPiI1ETSQCor1EOM0_CUR,,,
,,InjCrv_facPiI1ETSQCor1EOM3_CUR,,,
,,InjCrv_facPiI1ETSQCor1EOM4_CUR,,,
,,InjCrv_facPiI1ETSQCor2EOM0_CUR,,,
,,InjCrv_facPiI1ETSQCor2EOM3_CUR,,,
,,InjCrv_facPiI1ETSQCor2EOM4_CUR,,,
,,InjCrv_facPiI1ETSSOECor1EOM0_CUR,,,
,,InjCrv_facPiI1ETSSOECor1EOM3_CUR,,,
,,InjCrv_facPiI1ETSSOECor1EOM4_CUR,,,
,,InjCrv_facPiI1ETSSOECor2EOM0_CUR,,,
,,InjCrv_facPiI1ETSSOECor2EOM3_CUR,,,
,,InjCrv_facPiI1ETSSOECor2EOM4_CUR,,,
,,InjCrv_facPiI1QntMin_CUR,,,
,,InjCrv_facPiI1QntRmp0_CUR,,,
,,InjCrv_facPiI1QntRmp3_CUR,,,
,,InjCrv_facPiI1QntRmp4_CUR,,,
,,InjCrv_facPii1QntyTraCorrn_CUR,,,
,,InjCrv_facPiI1SOERmp0_CUR,,,
,,InjCrv_facPiI1SOERmp3_CUR,,,
,,InjCrv_facPiI1SOERmp4_CUR,,,
,,InjCrv_facPii1SOETraCorrn_CUR,,,
,,InjCrv_facPiI2APSQCor1EOM0_CUR,,,
,,InjCrv_facPiI2APSQCor1EOM3_CUR,,,
,,InjCrv_facPiI2APSQCor1EOM4_CUR,,,
,,InjCrv_facPiI2APSSOECor1EOM0_CUR,,,
,,InjCrv_facPiI2APSSOECor1EOM3_CUR,,,
,,InjCrv_facPiI2APSSOECor1EOM4_CUR,,,
,,InjCrv_facPiI2ATSQCor1EOM0_CUR,,,
,,InjCrv_facPiI2ATSQCor1EOM3_CUR,,,
,,InjCrv_facPiI2ATSQCor1EOM4_CUR,,,
,,InjCrv_facPiI2ATSSOECor1EOM0_CUR,,,
,,InjCrv_facPiI2ATSSOECor1EOM3_CUR,,,
,,InjCrv_facPiI2ATSSOECor1EOM4_CUR,,,
,,InjCrv_facPiI2ETSQCor1EOM0_CUR,,,
,,InjCrv_facPiI2ETSQCor1EOM3_CUR,,,
,,InjCrv_facPiI2ETSQCor1EOM4_CUR,,,
,,InjCrv_facPiI2ETSSOECor1EOM0_CUR,,,
,,InjCrv_facPiI2ETSSOECor1EOM3_CUR,,,
,,InjCrv_facPiI2ETSSOECor1EOM4_CUR,,,
,,InjCrv_facPiI2QntMin_CUR,,,
,,InjCrv_facPiI2QntRmp0_CUR,,,
,,InjCrv_facPiI2QntRmp3_CUR,,,
,,InjCrv_facPiI2QntRmp4_CUR,,,
,,InjCrv_facPii2QntyTraCorrn_CUR,,,
,,InjCrv_facPiI2SOERmp0_CUR,,,
,,InjCrv_facPiI2SOERmp3_CUR,,,
,,InjCrv_facPiI2SOERmp4_CUR,,,
,,InjCrv_facPii2SOETraCorrn_CUR,,,
,,InjCrv_facPiIQntMax_C,,,
,,InjCrv_facPoI2APSQCorEOM0_CUR,,,
,,InjCrv_facPoI2APSQCorEOM3_CUR,,,
,,InjCrv_facPoI2APSQCorEOM4_CUR,,,
,,InjCrv_facPoI2APSSOECorEOM0_CUR,,,
,,InjCrv_facPoI2APSSOECorEOM3_CUR,,,
,,InjCrv_facPoI2APSSOECorEOM4_CUR,,,
,,InjCrv_facPoI2ATSQCorEOM0_CUR,,,
,,InjCrv_facPoI2ATSQCorEOM3_CUR,,,
,,InjCrv_facPoI2ATSQCorEOM4_CUR,,,
,,InjCrv_facPoI2ATSSOECorEOM0_CUR,,,
,,InjCrv_facPoI2ATSSOECorEOM3_CUR,,,
,,InjCrv_facPoI2ATSSOECorEOM4_CUR,,,
,,InjCrv_facPoI2CTSQCorEOM0_CUR,,,
,,InjCrv_facPoI2CTSQCorEOM3_CUR,,,
,,InjCrv_facPoI2CTSQCorEOM4_CUR,,,
,,InjCrv_facPoI2EffEOM0_MAP,,,
,,InjCrv_facPoI2EffEOM3_MAP,,,
,,InjCrv_facPoI2EffEOM4_MAP,,,
,,InjCrv_facPoI2EffMinDes_C,,,
,,InjCrv_facPoI2EffRmp0_CUR,,,
,,InjCrv_facPoI2EffRmp3_CUR,,,
,,InjCrv_facPoI2EffRmp4_CUR,,,
,,InjCrv_facPoI2ETSQCorEOM0_CUR,,,
,,InjCrv_facPoI2ETSQCorEOM3_CUR,,,
,,InjCrv_facPoI2ETSQCorEOM4_CUR,,,
,,InjCrv_facPoI2ETSSOECorEOM0_CUR,,,
,,InjCrv_facPoI2ETSSOECorEOM3_CUR,,,
,,InjCrv_facPoI2ETSSOECorEOM4_CUR,,,
,,InjCrv_facPoI2QntRmp0_CUR,,,
,,InjCrv_facPoI2QntRmp3_CUR,,,
,,InjCrv_facPoI2QntRmp4_CUR,,,
,,InjCrv_facPoI2SOERmp0_CUR,,,
,,InjCrv_facPoI2SOERmp3_CUR,,,
,,InjCrv_facPoI2SOERmp4_CUR,,,
,,InjCrv_nDiffMin_C,,,
,,InjCrv_nMISOEEst_C,,,
,,InjCrv_numInjMaxSys_C,,,
,,InjCrv_numInjOpRngEOM0_MAP,,,
,,InjCrv_numInjOpRngEOM3_MAP,,,
,,InjCrv_numInjOpRngEOM4_MAP,,,
,,InjCrv_numInjOpRngPAir_CUR,,,
,,InjCrv_numInjOpRngStrt_CUR,,,
,,InjCrv_numInjRlsEOM0_MAP,,,
,,InjCrv_numInjRlsEOM3_MAP,,,
,,InjCrv_numInjRlsEOM4_MAP,,,
,,InjCrv_numInjRtmLim_CUR,,,
,,InjCrv_numMI1RmpSel_MAP,,,
,,InjCrv_numPiI1RmpSel_MAP,,,
,,InjCrv_numPiI2RmpSel_MAP,,,
,,InjCrv_numPiICalcMax_C,,,
,,InjCrv_numPoI2RmpSel_MAP,,,
,,InjCrv_numPoIOpRngEOM0_CUR,,,
,,InjCrv_numPoIOpRngEOM3_CUR,,,
,,InjCrv_numPoIOpRngEOM4_CUR,,,
,,InjCrv_phiMI1AirExsEOM0_MAP,,,
,,InjCrv_phiMI1AirExsEOM3_MAP,,,
,,InjCrv_phiMI1AirExsEOM4_MAP,,,
,,InjCrv_phiMI1AirLackEOM0_MAP,,,
,,InjCrv_phiMI1AirLackEOM3_MAP,,,
,,InjCrv_phiMI1AirLackEOM4_MAP,,,
,,InjCrv_phiMI1APSCor1EOM0_MAP,,,
,,InjCrv_phiMI1APSCor1EOM3_MAP,,,
,,InjCrv_phiMI1APSCor1EOM4_MAP,,,
,,InjCrv_phiMI1APSCor2EOM0_MAP,,,
,,InjCrv_phiMI1APSCor2EOM3_MAP,,,
,,InjCrv_phiMI1APSCor2EOM4_MAP,,,
,,InjCrv_phiMI1ATSCor1EOM0_MAP,,,
,,InjCrv_phiMI1ATSCor1EOM3_MAP,,,
,,InjCrv_phiMI1ATSCor1EOM4_MAP,,,
,,InjCrv_phiMI1ATSCor2EOM0_MAP,,,
,,InjCrv_phiMI1ATSCor2EOM3_MAP,,,
,,InjCrv_phiMI1ATSCor2EOM4_MAP,,,
,,InjCrv_phiMI1Bas1EOM0_MAP,,,
,,InjCrv_phiMI1Bas1EOM3_MAP,,,
,,InjCrv_phiMI1Bas1EOM4_MAP,,,
,,InjCrv_phiMI1Bas2EOM0_MAP,,,
,,InjCrv_phiMI1Bas2EOM3_MAP,,,
,,InjCrv_phiMI1Bas2EOM4_MAP,,,
,,InjCrv_phiMI1Bas3EOM0_MAP,,,
,,InjCrv_phiMI1Bas3EOM3_MAP,,,
,,InjCrv_phiMI1Bas3EOM4_MAP,,,
,,InjCrv_phiMI1Bas4EOM0_MAP,,,
,,InjCrv_phiMI1Bas4EOM3_MAP,,,
,,InjCrv_phiMI1Bas4EOM4_MAP,,,
,,InjCrv_phiMI1Bas5EOM0_MAP,,,
,,InjCrv_phiMI1Bas5EOM3_MAP,,,
,,InjCrv_phiMI1Bas5EOM4_MAP,,,
,,InjCrv_phiMI1Bas6EOM0_MAP,,,
,,InjCrv_phiMI1Bas6EOM3_MAP,,,
,,InjCrv_phiMI1Bas6EOM4_MAP,,,
,,InjCrv_phiMI1CTSCor1EOM0_MAP,,,
,,InjCrv_phiMI1CTSCor1EOM3_MAP,,,
,,InjCrv_phiMI1CTSCor1EOM4_MAP,,,
,,InjCrv_phiMI1CTSCor2EOM0_MAP,,,
,,InjCrv_phiMI1CTSCor2EOM3_MAP,,,
,,InjCrv_phiMI1CTSCor2EOM4_MAP,,,
,,InjCrv_phiMI1ETSCor1EOM0_MAP,,,
,,InjCrv_phiMI1ETSCor1EOM3_MAP,,,
,,InjCrv_phiMI1ETSCor1EOM4_MAP,,,
,,InjCrv_phiMI1ETSCor2EOM0_MAP,,,
,,InjCrv_phiMI1ETSCor2EOM3_MAP,,,
,,InjCrv_phiMI1ETSCor2EOM4_MAP,,,
,,InjCrv_phiMI1FTSRailCor_MAP,,,
,,InjCrv_phiMI1FTSRailCorMax_C,,,
,,InjCrv_phiMI1FTSRailCorMin_C,,,
,,InjCrv_phiMI1Max1EOM0_MAP,,,
,,InjCrv_phiMI1Max2EOM0_MAP,,,
,,InjCrv_phiMI1MaxEOMX_MAP,,,
,,InjCrv_phiMI1MinEOM0_MAP,,,
,,InjCrv_phiMI1MinEOM3_MAP,,,
,,InjCrv_phiMI1MinEOM4_MAP,,,
,,InjCrv_phiMi1NegTraCorrnEom0_MAP,,,
,,InjCrv_phiMi1NegTraCorrnEom3_MAP,,,
,,InjCrv_phiMi1NegTraCorrnEom4_MAP,,,
,,InjCrv_phiMi1TraCorrnEom0_MAP,,,
,,InjCrv_phiMi1TraCorrnEom3_MAP,,,
,,InjCrv_phiMi1TraCorrnEom4_MAP,,,
,,InjCrv_phiPiI1APSCor1EOM0_MAP,,,
,,InjCrv_phiPiI1APSCor1EOM3_MAP,,,
,,InjCrv_phiPiI1APSCor1EOM4_MAP,,,
,,InjCrv_phiPiI1APSCor2EOM0_MAP,,,
,,InjCrv_phiPiI1APSCor2EOM3_MAP,,,
,,InjCrv_phiPiI1APSCor2EOM4_MAP,,,
,,InjCrv_phiPiI1ATSCor1EOM0_MAP,,,
,,InjCrv_phiPiI1ATSCor1EOM3_MAP,,,
,,InjCrv_phiPiI1ATSCor1EOM4_MAP,,,
,,InjCrv_phiPiI1ATSCor2EOM0_MAP,,,
,,InjCrv_phiPiI1ATSCor2EOM3_MAP,,,
,,InjCrv_phiPiI1ATSCor2EOM4_MAP,,,
,,InjCrv_phiPiI1Bas1EOM0_MAP,,,
,,InjCrv_phiPiI1Bas1EOM3_MAP,,,
,,InjCrv_phiPiI1Bas1EOM4_MAP,,,
,,InjCrv_phiPiI1Bas2EOM0_MAP,,,
,,InjCrv_phiPiI1Bas2EOM3_MAP,,,
,,InjCrv_phiPiI1Bas2EOM4_MAP,,,
,,InjCrv_phiPiI1ETSCor1EOM0_MAP,,,
,,InjCrv_phiPiI1ETSCor1EOM3_MAP,,,
,,InjCrv_phiPiI1ETSCor1EOM4_MAP,,,
,,InjCrv_phiPiI1ETSCor2EOM0_MAP,,,
,,InjCrv_phiPiI1ETSCor2EOM3_MAP,,,
,,InjCrv_phiPiI1ETSCor2EOM4_MAP,,,
,,InjCrv_phiPii1TraCorrnEom0_MAP,,,
,,InjCrv_phiPii1TraCorrnEom3_MAP,,,
,,InjCrv_phiPii1TraCorrnEom4_MAP,,,
,,InjCrv_phiPiI2APSCor1EOM0_MAP,,,
,,InjCrv_phiPiI2APSCor1EOM3_MAP,,,
,,InjCrv_phiPiI2APSCor1EOM4_MAP,,,
,,InjCrv_phiPiI2ATSCor1EOM0_MAP,,,
,,InjCrv_phiPiI2ATSCor1EOM3_MAP,,,
,,InjCrv_phiPiI2ATSCor1EOM4_MAP,,,
,,InjCrv_phiPiI2Bas1EOM0_MAP,,,
,,InjCrv_phiPiI2Bas1EOM3_MAP,,,
,,InjCrv_phiPiI2Bas1EOM4_MAP,,,
,,InjCrv_phiPiI2ETSCor1EOM0_MAP,,,
,,InjCrv_phiPiI2ETSCor1EOM3_MAP,,,
,,InjCrv_phiPiI2ETSCor1EOM4_MAP,,,
,,InjCrv_phiPii2TraCorrnEom0_MAP,,,
,,InjCrv_phiPii2TraCorrnEom3_MAP,,,
,,InjCrv_phiPii2TraCorrnEom4_MAP,,,
,,InjCrv_phiPiIMax_C,,,
,,InjCrv_phiPoI2APSCorEOM0_MAP,,,
,,InjCrv_phiPoI2APSCorEOM3_MAP,,,
,,InjCrv_phiPoI2APSCorEOM4_MAP,,,
,,InjCrv_phiPoI2ATSCorEOM0_MAP,,,
,,InjCrv_phiPoI2ATSCorEOM3_MAP,,,
,,InjCrv_phiPoI2ATSCorEOM4_MAP,,,
,,InjCrv_phiPoI2BasEOM0_MAP,,,
